_,ACPTBL_POC_SW,CMPLNC_STUS_CD,CROSS_REF_PROVIDER_NUMBER,CRTFCTN_DT,ELGBLTY_SW,FAC_NAME,ORGNL_PRTCPTN_DT,PRVDR_NUM,SKLTN_REC_SW,STATE_RGN_CD,PGM_TRMNTN_CD,TRMNTN_EXPRTN_DT,CRTFCTN_ACTN_TYPE_CD,GNRL_CNTL_TYPE_CD,ZIP_CD,FIPS_CNTY_CD,CBSA_CD,longitude,latitude,names,grade,addresses,ZIP1,ZIP2,Geography.1,Total_Civilian_Noninstitutionalized_Population,Avg-Median_age_in_years,Total_Households_Estimate,Prop_Family_households,Prop_Nonfamily_households,Average_household_size,Average_family_size,Gps_living_with_gcs_under_18_years,Prop__Gps_caring_for_gc_over_18,Number_of_Veterans,Veterans_as_Prop_of_population,Unemployed_veterans_Prop_of_labour_force,Hispani_or_Latino,Hispanic/Latino_Prop,White,White_Prop,Black_Estimate,Black_Prop,Native_American/Alaskan,Native_American/Alaskan_Prop,Asian,Asian_Prop,Native_Hawaiian/Pacific_Islander,Native_Hawaiian/Pacific_Islander_Prop,"Other_Race_Only,_Not_Hispanic/Latino","Other_Race_Only,_Not_Hispanic/Latino_Prop","Two_or_more_races_alone,_Not_Hispanic_or_Latino_Estimate","Two_or_more_races_alone,_Not_Hispanic_or_Latino_Prop",Prop_Native_Born,Prop_Foreign_born,Prop_of_Foreign_Born_who_are_Naturalized_U.S._citizen,Pop_5_years_+,Pop_5_years_+_foreign_language_at_home,Pop_5_years_+_w/_poor_English,Median_household_income_(dollars),Mean_household_income_(dollars),Median_family_income_(dollars),Mean_family_income_(dollars),Per_capita_income_(dollars),All_families%,Married_couple_families%,female_householder_no_husband%,All_people%,Under_18%,Percent_(Labor_Force_Participation_Rate),Labour_Force_%,Employed_16+%,Employed_%_16+,Unemployment%,Military%,Not_in_labourforce%,"Population_25_years_
and_over%",Percent_Less_than_9th_grade%,"Percent_9th_to_12th_grade,_no_diploma",Percent_High_school_graduate_(includes_equivalency),"Percent_Some_college,_no_degree",Percent_Associate's_degree,Percent_Bachelor's_degree,Percent_Graduate_or_professional_degree,Percent_high_school_graduate_or_higher,Population_25_years_and_over_with_earnings,Less_than_high_school_graduate_earnings_(dollars),High_school_graduate__earnings_(dollars),Some_college_or_associate's_degree_earnings_(dollars),Bachelor's_degree_earnings_(dollars),Graduate_or_professional_degree_earnings_(dollars),Median_Value_(dollars)
CONCORD,N,0,0,19931217,N,"JOHN MUIR MEDICAL CENTER, CONCORD CAMPUS",19931217,05D0880668,Y,LAB,0,20190102,0,3,94524,13,36084,-122.0347814,37.9837249,"JOHN MUIR MEDICAL CENTER CONCORD CAMPUS",80,"2540 EAST STREET
                CONCORD, CA 94520",", CA 94520",94520,"CONCORD CITY",129051,39.3,45868,70.1,29.9,2.8,3.33,N,N,6039,6,0,35883,27.6,66813,51.5,3292,2.5,333,0.3,17941,13.8,0,0,297,0.2,5219,4,73.9,26.1,47,120550,37.9,17.8,60636,75677,74151,91557,29628,5.2,2.2,18.2,10.6,20.3,46,45.9,41.6,4.2,9.3,0.1,54,28953,3,7.3,27.1,30.1,10.5,14.8,7.3,89.7,37497,27459,32463,36285,49811,64979,239700
CONCORD,N,0,0,19991123,N,"AMERICAN RED CROSS BLOOD SERVICES-NCR",19991123,05D0967782,Y,LAB,1,20011124,0,2,94520,13,36084,-122.0347814,37.9837249,"JOHN MUIR MEDICAL CENTER CONCORD CAMPUS",80,"2540 EAST STREET
                CONCORD, CA 94520",", CA 94520",94520,"CONCORD CITY",129051,39.3,45868,70.1,29.9,2.8,3.33,N,N,6039,6,0,35883,27.6,66813,51.5,3292,2.5,333,0.3,17941,13.8,0,0,297,0.2,5219,4,73.9,26.1,47,120550,37.9,17.8,49063,97704,79583,142978,47340,0,0,0,8.8,0,64,64,52.6,11.4,17.8,0,36,100,0,0,28,26,10,28,8,100,41042,-,-,-,-,-,224500
RICHMOND,Y,A,05D0603727,19940921,Y,"PERMANENTE MEDICAL GROUP",19920901,05D0063123,N,M2,1,19950930,1,2,94801,13,36084,-122.3605023,37.93712,"KAISER FOUNDATION HOSPITAL - RICHMOND",60,"901 NEVIN AVENUE
                RICHMOND, CA 94801-3143",94801-3143,948013143,"RICHMOND CITY",109042,35.1,37029,67.6,32.4,2.94,3.46,N,N,3610,4.2,4.3,52425,47.6,18753,17,19542,17.8,273,0.2,13931,12.7,149,0.1,686,0.6,4278,3.9,65,35,40.6,103539,54.5,23,38553,57208,53833,68122,28700,10.8,7,33.3,19.1,42,33.5,32,27.1,4.9,15.4,1.5,66.5,2011,1,8.7,31.5,30.7,9.1,12.6,6.3,90.3,31506,-,26563,38000,-,103250,210500
RICHMOND,N,0,0,20060814,N,"KFH RICHMOND",20060814,05D1057496,Y,M2,0,20200813,0,2,94801,13,36084,-122.3605023,37.93712,"KAISER FOUNDATION HOSPITAL - RICHMOND",60,"901 NEVIN AVENUE
                RICHMOND, CA 94801-3143",94801-3143,948013143,"RICHMOND CITY",109042,35.1,37029,67.6,32.4,2.94,3.46,N,N,3610,4.2,4.3,52425,47.6,18753,17,19542,17.8,273,0.2,13931,12.7,149,0.1,686,0.6,4278,3.9,65,35,40.6,103539,54.5,23,53456,54450,53603,55123,21611,24.3,26.8,-,35.3,67.9,34.6,34.6,24.2,10.4,30.1,0,65.4,278,0,2.9,31.3,48.6,12.6,0,4.7,97.1,25063,-,-,26563,-,-,588700
RICHMOND,N,0,0,20060814,N,"TPMG, INC RICHMOND MOB WAIVED LAB",20060814,05D1057497,Y,M2,1,20090921,0,4,94801,13,36084,-122.3605023,37.93712,"KAISER FOUNDATION HOSPITAL - RICHMOND",60,"901 NEVIN AVENUE
                RICHMOND, CA 94801-3143",94801-3143,948013143,"RICHMOND CITY",109042,35.1,37029,67.6,32.4,2.94,3.46,N,N,3610,4.2,4.3,52425,47.6,18753,17,19542,17.8,273,0.2,13931,12.7,149,0.1,686,0.6,4278,3.9,65,35,40.6,103539,54.5,23,69919,68309,73688,77385,26117,0,0,0,0,0,63.6,63.6,59.5,4.1,6.4,0,36.4,667,4.8,18.6,12.1,37.9,15.9,7.2,3.4,76.6,37784,-,42125,35650,-,-,597200
"SAN RAMON",N,A,0,20070305,Y,"SAN RAMON REGIONAL MEDICAL CENTER",19930104,05D0600921,N,M2,0,20190102,5,4,94583,13,36084,-121.958214,37.775892,"SAN RAMON REGIONAL MEDICAL CENTER",80,"6001 NORRIS CANYON ROAD
                SAN RAMON, CA 94583-5400",94583-5400,945835400,"SAN RAMON CITY",75895,38.8,24317,81.1,18.9,3.12,3.51,N,N,1837,3.5,0,4235,5.6,25886,34.1,2499,3.3,270,0.4,37802,49.8,385,0.5,45,0.1,4800,6.3,65.4,34.6,61.5,71960,43,10.3,73239,74209,75644,82939,28311,0,0,0,2.9,0,58.7,58.7,54.6,4.1,7,0,41.3,559,4.7,6.4,36.5,30.9,7.2,9.8,4.5,88.9,40128,-,39737,32467,-,-,416500
"SAN RAMON",N,0,0,19951002,N,"CENTER FOR REPRODUCTIVE MEDICINE",19951002,05D0906457,Y,LAB,33,19971001,0,4,94583,13,36084,-121.958214,37.775892,"SAN RAMON REGIONAL MEDICAL CENTER",80,"6001 NORRIS CANYON ROAD
                SAN RAMON, CA 94583-5400",94583-5400,945835400,"SAN RAMON CITY",75895,38.8,24317,81.1,18.9,3.12,3.51,N,N,1837,3.5,0,4235,5.6,25886,34.1,2499,3.3,270,0.4,37802,49.8,385,0.5,45,0.1,4800,6.3,65.4,34.6,61.5,71960,43,10.3,113300,85881,-,N,27303,0,0,-,6.5,0,79.6,79.6,79.6,0,0,0,20.4,145,68.3,0,0,22.8,0,9,0,31.7,21684,-,-,-,-,-,471800
"WALNUT CREEK",N,0,0,19930120,N,"JOHN MUIR MEDICAL CENTER WALNUT CREEK CAMPUS",19930120,05D0680025,Y,M2,0,20190227,0,2,94598,13,36084,-122.0408542,37.9130871,"JOHN MUIR MEDICAL CENTER WALNUT CREEK CAMPUS",80,"1601 YGNACIO VALLEY ROAD
                WALNUT CREEK, CA 94598-3194",94598-3194,945983194,"WALNUT CREEK CITY",69053,48.2,31648,55.4,44.6,2.18,2.92,N,N,3782,6.7,0,7324,10.5,43824,62.8,907,1.3,193,0.3,13339,19.1,161,0.2,217,0.3,3827,5.5,77,23,66.1,66284,26.2,10.2,72264,76115,73466,87584,27960,0,0,-,4.1,0,79.1,79.1,79.1,0,0,0,20.9,280,0,5.7,7.9,36.1,34.3,13.2,2.9,94.3,50833,-,-,-,-,-,723000
"WALNUT CREEK",N,0,0,19930223,N,"JOHN MUIR MEDICAL CENTER WALNUT CREEK CAMPUS",19930223,05D0691746,Y,M2,0,20181201,0,2,94598,13,36084,-122.0408542,37.9130871,"JOHN MUIR MEDICAL CENTER WALNUT CREEK CAMPUS",80,"1601 YGNACIO VALLEY ROAD
                WALNUT CREEK, CA 94598-3194",94598-3194,945983194,"WALNUT CREEK CITY",69053,48.2,31648,55.4,44.6,2.18,2.92,N,N,3782,6.7,0,7324,10.5,43824,62.8,907,1.3,193,0.3,13339,19.1,161,0.2,217,0.3,3827,5.5,77,23,66.1,66284,26.2,10.2,67351,73148,79738,88773,16126,6,0,10.8,13.4,40.8,26.2,26.2,22.9,3.4,12.8,0,73.8,5671,5.6,16.2,29,25.7,8.1,10.9,4.5,78.2,47842,-,46786,42273,58190,74375,467600
"WALNUT CREEK",N,0,0,19940401,N,"BLOOD BANK OF THE ALA CC MED ASSOC",19940401,05D0884503,Y,LAB,1,19970131,0,2,94598,13,36084,-122.0408542,37.9130871,"JOHN MUIR MEDICAL CENTER WALNUT CREEK CAMPUS",80,"1601 YGNACIO VALLEY ROAD
                WALNUT CREEK, CA 94598-3194",94598-3194,945983194,"WALNUT CREEK CITY",69053,48.2,31648,55.4,44.6,2.18,2.92,N,N,3782,6.7,0,7324,10.5,43824,62.8,907,1.3,193,0.3,13339,19.1,161,0.2,217,0.3,3827,5.5,77,23,66.1,66284,26.2,10.2,45278,61838,57188,72746,29432,6.7,1.1,17.7,10.7,23.7,55.5,55.5,51.3,4.2,7.5,0,44.5,3416,2,5.7,33,32.6,7.5,15.3,3.8,92.2,32338,-,25543,33417,52446,-,346300
"WALNUT CREEK",N,0,0,19941128,N,"SIERRA SURGICENTER",19941128,05D0894920,Y,M1,8,20081127,0,4,94598,13,36084,-122.0408542,37.9130871,"JOHN MUIR MEDICAL CENTER WALNUT CREEK CAMPUS",80,"1601 YGNACIO VALLEY ROAD
                WALNUT CREEK, CA 94598-3194",94598-3194,945983194,"WALNUT CREEK CITY",69053,48.2,31648,55.4,44.6,2.18,2.92,N,N,3782,6.7,0,7324,10.5,43824,62.8,907,1.3,193,0.3,13339,19.1,161,0.2,217,0.3,3827,5.5,77,23,66.1,66284,26.2,10.2,58125,74696,-,-,29979,-,-,-,43.8,-,75.3,75.3,69.9,5.5,7.3,0,24.7,65,0,0,46.2,24.6,0,20,9.2,100,-,-,-,-,21354,-,556600
"WALNUT CREEK",N,0,0,19991123,N,"AMERICAN RED CROSS BLOOD SERVICES",19991123,05D0967780,Y,LAB,1,20011124,0,2,94598,13,36084,-122.0408542,37.9130871,"JOHN MUIR MEDICAL CENTER WALNUT CREEK CAMPUS",80,"1601 YGNACIO VALLEY ROAD
                WALNUT CREEK, CA 94598-3194",94598-3194,945983194,"WALNUT CREEK CITY",69053,48.2,31648,55.4,44.6,2.18,2.92,N,N,3782,6.7,0,7324,10.5,43824,62.8,907,1.3,193,0.3,13339,19.1,161,0.2,217,0.3,3827,5.5,77,23,66.1,66284,26.2,10.2,84250,74465,89318,89964,29616,0,0,-,3.7,0,52.7,52.7,52.7,0,0,0,47.3,189,0,5.8,16.9,39.7,25.9,11.6,0,94.2,50341,-,-,60833,-,-,434200
BAKERSFIELD,N,0,0,19930122,N,"BAKERSFIELD MEMORIAL HOSP LAB",19930122,05D0586209,Y,M1,0,20190102,0,2,93301,29,12540,-119.006857,35.3918393,"BAKERSFIELD MEMORIAL HOSPITAL",100,"420 34TH STREET
                BAKERSFIELD, CA 93301-2237",93301-2237,933012237,"BAKERSFIELD CITY",379196,31.3,118508,73.9,26.1,3.18,3.68,11115,35.2,13052,4.9,7.8,193927,50.9,120176,31.6,28012,7.4,967,0.3,26989,7.1,965,0.3,1598,0.4,8253,2.2,81.8,18.2,42.4,348592,42.9,14.1,48375,58463,59395,69703,28562,4.4,3.3,9.2,10.3,15.7,46.5,46.5,44,2.5,5.4,0,53.5,1665,0,1.7,17.8,40.7,9.4,19.8,10.7,98.3,27708,-,-,16370,-,78792,442100
BAKERSFIELD,N,0,0,19931201,N,"KERN MEDICAL CENTER",19931201,05D0586435,Y,M1,0,20190227,0,9,93306,29,12540,-118.9700927,35.3828044,"KERN MEDICAL CENTER",60,"1700 MOUNT VERNON AVENUE
                BAKERSFIELD, CA 93306-4018",93306-4018,933064018,"BAKERSFIELD CITY",379196,31.3,118508,73.9,26.1,3.18,3.68,11115,35.2,13052,4.9,7.8,193927,50.9,120176,31.6,28012,7.4,967,0.3,26989,7.1,965,0.3,1598,0.4,8253,2.2,81.8,18.2,42.4,348592,42.9,14.1,70307,74444,77545,85835,30951,0,0,0,2.4,0,55.2,54.9,48.2,6.7,12.2,0.2,44.8,1060,6.6,2.7,22.8,24.1,15.3,22.5,5.9,90.7,48151,-,53380,25403,48900,-,371800
BAKERSFIELD,N,0,0,19930329,N,"BAKERSFIELD MEMORIAL HOSPITAL STAT LAB",19930329,05D0671960,Y,LAB,12,19940207,0,4,93301,29,12540,-119.006857,35.3918393,"BAKERSFIELD MEMORIAL HOSPITAL",100,"420 34TH STREET
                BAKERSFIELD, CA 93301-2237",93301-2237,933012237,"BAKERSFIELD CITY",379196,31.3,118508,73.9,26.1,3.18,3.68,11115,35.2,13052,4.9,7.8,193927,50.9,120176,31.6,28012,7.4,967,0.3,26989,7.1,965,0.3,1598,0.4,8253,2.2,81.8,18.2,42.4,348592,42.9,14.1,61591,67995,71607,75494,26106,9.1,11.4,0,13.2,13.8,72.3,72.3,67.9,4.4,6.1,0,27.7,690,14.1,4.9,37.1,22.2,13.8,4.6,3.3,81,36176,25230,44375,44191,46000,51429,790300
BAKERSFIELD,N,0,0,19930309,N,"MERCY SOUTHWEST HOSPITAL",19930309,05D0686567,Y,LAB,0,20190102,0,1,93311,29,12540,-119.1124137,35.3511237,"MERCY HOSPITAL - SOUTHWEST",80,"400 OLD RIVER ROAD
                BAKERSFIELD, CA 93311",", CA 93311",93311,"BAKERSFIELD CITY",379196,31.3,118508,73.9,26.1,3.18,3.68,11115,35.2,13052,4.9,7.8,193927,50.9,120176,31.6,28012,7.4,967,0.3,26989,7.1,965,0.3,1598,0.4,8253,2.2,81.8,18.2,42.4,348592,42.9,14.1,96679,115390,109417,129568,40118,11.1,6,100,22.3,56.4,54.9,54.9,48.3,6.6,12,0,45.1,1364,2.5,2.5,33.4,39,8.7,10.6,3.4,95,35060,-,46197,25381,-,-,601400
BAKERSFIELD,N,0,0,19951004,N,"MERCY MEDI CENTER-TRUXTUN",19951004,05D0906710,Y,LAB,1,20011003,0,1,93302,29,12540,-119.0271665,35.3731773,"MERCY HOSPITAL - DOWNTOWN",80,"2215 TRUXTUN AVENUE
                BAKERSFIELD, CA 93301",", CA 93301",93301,"BAKERSFIELD CITY",379196,31.3,118508,73.9,26.1,3.18,3.68,11115,35.2,13052,4.9,7.8,193927,50.9,120176,31.6,28012,7.4,967,0.3,26989,7.1,965,0.3,1598,0.4,8253,2.2,81.8,18.2,42.4,348592,42.9,14.1,-,39944,-,46537,17103,0,0,0,0,0,36.8,36.8,23.2,13.6,36.9,0,63.2,352,0,16.5,20.5,26.7,33,0,3.4,83.5,-,-,-,-,-,-,528300
BAKERSFIELD,N,0,0,19970729,N,"MERCY MEDI CENTER SOUTHWEST",19970729,05D0931432,Y,M1,1,20050923,0,1,93311,29,12540,-119.1124137,35.3511237,"MERCY HOSPITAL - SOUTHWEST",80,"400 OLD RIVER ROAD
                BAKERSFIELD, CA 93311",", CA 93311",93311,"BAKERSFIELD CITY",379196,31.3,118508,73.9,26.1,3.18,3.68,11115,35.2,13052,4.9,7.8,193927,50.9,120176,31.6,28012,7.4,967,0.3,26989,7.1,965,0.3,1598,0.4,8253,2.2,81.8,18.2,42.4,348592,42.9,14.1,44353,59296,58021,77762,28309,13.2,5.2,51.6,21.9,41.8,46.7,46.7,44.5,2.1,4.6,0,53.3,1838,3.2,7.3,29,25.2,8.4,15.1,11.8,89.5,29500,30833,18125,36442,-,-,583200
BAKERSFIELD,N,A,0,20111129,Y,"BAKERSFIELD HEART HOSPITAL",19990414,05D0959586,N,M1,0,20190320,5,4,93308,29,12540,-119.0399564,35.3848085,"BAKERSFIELD HEART HOSPITAL",40,"3001 SILLECT AVENUE
                BAKERSFIELD, CA 93308-6337",93308-6337,933086337,"BAKERSFIELD CITY",379196,31.3,118508,73.9,26.1,3.18,3.68,11115,35.2,13052,4.9,7.8,193927,50.9,120176,31.6,28012,7.4,967,0.3,26989,7.1,965,0.3,1598,0.4,8253,2.2,81.8,18.2,42.4,348592,42.9,14.1,-,N,-,N,47117,0,0,-,0,-,80,80,80,0,0,0,20,35,0,0,0,80,20,0,0,100,46313,-,-,46313,-,-,262400
BAKERSFIELD,N,0,0,20130729,N,"SAN JOAQUIN COMMUNITY HOSPITAL ANNEX LABORATORY",20130729,05D2063207,Y,M1,0,20200509,0,1,93301,29,12540,-119.0205429,35.3833475,"ADVENTIST HEALTH - BAKERSFIELD",100,"2615 CHESTER AVENUE
                BAKERSFIELD, CA 93301-2006",93301-2006,933012006,"BAKERSFIELD CITY",379196,31.3,118508,73.9,26.1,3.18,3.68,11115,35.2,13052,4.9,7.8,193927,50.9,120176,31.6,28012,7.4,967,0.3,26989,7.1,965,0.3,1598,0.4,8253,2.2,81.8,18.2,42.4,348592,42.9,14.1,46516,66251,61054,81547,26304,12,6.6,30.6,20.5,21.5,55.6,55.6,50.5,5,9.1,0,44.4,145918,4.1,7.1,22.6,29.3,10.2,17.7,8.9,88.8,32720,21804,25680,28658,49286,62260,557700
"LOS ANGELES",N,A,0,20081125,Y,"KFH WEST LOS ANGELES BLOOD GAS LABORATORY",19920901,05D0543484,N,M1,0,20200916,5,4,90034,37,31084,-118.3759001,34.0383466,"KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES",60,"6041 CADILLAC AVENUE
                LOS ANGELES, CA 90034-1702",90034-1702,900341702,"LOS ANGELES COUNTY",10096702,36.6,3311231,66.4,33.6,3.02,3.71,319944,19.3,264635,3.3,6.5,4939605,48.6,2644767,26,794235,7.8,23470,0.2,1482797,14.6,24573,0.2,29496,0.3,224564,2.2,65.7,34.3,52.4,9545528,56.9,23.5,56250,71409,65227,82390,31233,3.9,0,0,9,26.7,49.8,49.8,45.3,4.5,9.1,0,50.2,459,0,13.5,16.3,41.4,9.6,5.7,13.5,86.5,29808,-,58056,25250,-,-,647000
"LOS ANGELES",N,A,0,20081125,Y,"KAISER FOUNDATION HOSPITAL",19920901,05D0665518,N,M1,0,20190102,5,4,90034,37,31084,-118.3759001,34.0383466,"KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES",60,"6041 CADILLAC AVENUE
                LOS ANGELES, CA 90034-1702",90034-1702,900341702,"LOS ANGELES COUNTY",10096702,36.6,3311231,66.4,33.6,3.02,3.71,319944,19.3,264635,3.3,6.5,4939605,48.6,2644767,26,794235,7.8,23470,0.2,1482797,14.6,24573,0.2,29496,0.3,224564,2.2,65.7,34.3,52.4,9545528,56.9,23.5,36071,46322,40776,55419,20541,12.7,12.2,22.2,19,21.8,40.5,40.5,32.8,7.7,19,0,59.5,1008,1.6,11.9,38,27.9,10.9,6.7,3,86.5,17546,8542,17500,23125,-,-,412500
"LOS ANGELES",N,A,0,20100324,Y,"KECK HOSPITAL OF USC BLOOD GAS LABORATORY",19921223,05D0671362,N,M1,0,20190208,5,2,90033,37,31084,-118.2012607,34.0619943,"KECK HOSPITAL OF USC",80,"1500 SAN PABLO STREET
                LOS ANGELES, CA 90033-9857",90033-9857,900339857,"LOS ANGELES COUNTY",10096702,36.6,3311231,66.4,33.6,3.02,3.71,319944,19.3,264635,3.3,6.5,4939605,48.6,2644767,26,794235,7.8,23470,0.2,1482797,14.6,24573,0.2,29496,0.3,224564,2.2,65.7,34.3,52.4,9545528,56.9,23.5,53125,66106,55542,66014,20824,15.7,10.2,43.7,21.5,42.4,58.2,58.2,51.8,6.4,11,0,41.8,1211,15.1,9.7,32.5,33.4,5.2,2.8,1.3,75.2,26034,23594,16908,27167,-,218000,441000
"LOS ANGELES",N,0,05D0670053,19921222,N,"USC UNIVERSITY HOSPITAL LAB",19921222,05D0686682,Y,M1,13,20110101,0,4,90033,37,31084,-118.2012607,34.0619943,"KECK HOSPITAL OF USC",80,"1500 SAN PABLO STREET
                LOS ANGELES, CA 90033-9857",90033-9857,900339857,"LOS ANGELES COUNTY",10096702,36.6,3311231,66.4,33.6,3.02,3.71,319944,19.3,264635,3.3,6.5,4939605,48.6,2644767,26,794235,7.8,23470,0.2,1482797,14.6,24573,0.2,29496,0.3,224564,2.2,65.7,34.3,52.4,9545528,56.9,23.5,63056,86183,59792,103691,41247,0,0,0,2.1,0,35.6,35.6,32.5,3.1,8.6,0,64.4,794,1,0,18.3,26.6,3.5,38.5,12.1,99,41250,-,-,27036,46328,86250,274100
"LOS ANGELES",N,0,0,19930518,N,"SCPMG NUCLEAR MEDICINE",19930518,05D0726362,Y,LAB,33,19960831,0,4,90034,37,31084,-118.3759001,34.0383466,"KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES",60,"6041 CADILLAC AVENUE
                LOS ANGELES, CA 90034-1702",90034-1702,900341702,"LOS ANGELES COUNTY",10096702,36.6,3311231,66.4,33.6,3.02,3.71,319944,19.3,264635,3.3,6.5,4939605,48.6,2644767,26,794235,7.8,23470,0.2,1482797,14.6,24573,0.2,29496,0.3,224564,2.2,65.7,34.3,52.4,9545528,56.9,23.5,-,N,-,N,134890,0,0,-,0,-,77.9,77.9,55.8,22.1,28.3,0,22.1,77,0,0,22.1,55.8,22.1,0,0,100,-,-,-,-,-,-,802500
"LOS ANGELES",N,0,0,19940104,N,"USCUH OPERATING ROOM BLOOD GAS LAB",19940104,05D0881103,Y,LAB,12,19990611,0,4,90033,37,31084,-118.2012607,34.0619943,"KECK HOSPITAL OF USC",80,"1500 SAN PABLO STREET
                LOS ANGELES, CA 90033-9857",90033-9857,900339857,"LOS ANGELES COUNTY",10096702,36.6,3311231,66.4,33.6,3.02,3.71,319944,19.3,264635,3.3,6.5,4939605,48.6,2644767,26,794235,7.8,23470,0.2,1482797,14.6,24573,0.2,29496,0.3,224564,2.2,65.7,34.3,52.4,9545528,56.9,23.5,75588,77454,96923,104687,34344,0,0,-,13.8,0,59.6,59.6,48.6,11.1,18.5,0,40.4,520,0,3.3,14.6,41.3,9.2,25.2,6.3,96.7,68199,-,-,68971,-,-,405000
"LOS ANGELES",N,0,0,19940617,N,"KAISER FOUNDATION HOSPITAL WEST LOS ANGELES",19940617,05D0887815,Y,M1,0,20200616,0,4,90034,37,31084,-118.3759001,34.0383466,"KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES",60,"6041 CADILLAC AVENUE
                LOS ANGELES, CA 90034-1702",90034-1702,900341702,"LOS ANGELES COUNTY",10096702,36.6,3311231,66.4,33.6,3.02,3.71,319944,19.3,264635,3.3,6.5,4939605,48.6,2644767,26,794235,7.8,23470,0.2,1482797,14.6,24573,0.2,29496,0.3,224564,2.2,65.7,34.3,52.4,9545528,56.9,23.5,110938,84276,115357,104159,31356,0,0,-,0,0,39.4,39.4,39.4,0,0,0,60.6,58,0,12.1,24.1,29.3,17.2,8.6,8.6,87.9,-,-,-,-,-,-,907400
"LOS ANGELES",N,0,0,19991021,N,"TENET CORE LAB NORTH",19991021,05D0966626,Y,LAB,12,20001106,0,4,90033,37,31084,-118.2012607,34.0619943,"KECK HOSPITAL OF USC",80,"1500 SAN PABLO STREET
                LOS ANGELES, CA 90033-9857",90033-9857,900339857,"LOS ANGELES COUNTY",10096702,36.6,3311231,66.4,33.6,3.02,3.71,319944,19.3,264635,3.3,6.5,4939605,48.6,2644767,26,794235,7.8,23470,0.2,1482797,14.6,24573,0.2,29496,0.3,224564,2.2,65.7,34.3,52.4,9545528,56.9,23.5,45337,64769,66208,84545,26434,12.8,5.1,32.5,24.6,19.5,63.7,63.6,58.4,5.2,8.2,0,36.3,52433,2.4,4.8,17.3,27.9,10.6,24.3,12.6,92.7,35334,20487,25042,28126,47075,61233,536700
"LOS ANGELES",N,0,0,20160121,N,"SCPMG WEST LOS ANGELES MEDICAL OFFICE",20160121,05D2107748,Y,M1,0,20200120,0,4,90034,37,31084,-118.3759001,34.0383466,"KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES",60,"6041 CADILLAC AVENUE
                LOS ANGELES, CA 90034-1702",90034-1702,900341702,"LOS ANGELES COUNTY",10096702,36.6,3311231,66.4,33.6,3.02,3.71,319944,19.3,264635,3.3,6.5,4939605,48.6,2644767,26,794235,7.8,23470,0.2,1482797,14.6,24573,0.2,29496,0.3,224564,2.2,65.7,34.3,52.4,9545528,56.9,23.5,54075,51383,-,N,18984,0,0,-,0,0,16.3,16.3,0,16.3,100,0,83.7,221,0,46.2,8.1,23.1,0,22.6,0,53.8,-,-,-,-,-,-,1237500
"BALDWIN PARK",N,0,0,19961108,N,"SO CALIFORNIA PERMANENTE MEDICAL GROUP",19961108,05D0921943,Y,LAB,8,19981107,0,4,91706,37,31084,-117.9864524,34.0655016,"KAISER FOUNDATION HOSPITAL - BALDWIN PARK MEDICAL CENTER",100,"1011 BALDWIN PARK BOULEVARD
                BALDWIN PARK, CA 91706-5806",91706-5806,917065806,"BALDWIN PARK CITY",76083,34.1,17725,86.4,13.6,4.28,4.56,N,N,943,1.6,37.9,57851,75.7,2009,2.6,1759,2.3,91,0.1,12714,16.6,1566,2,309,0.4,93,0.1,57.3,42.7,53.6,72081,80.3,35.2,61465,62599,63571,74470,21838,0,0,-,7,0,51.5,51.5,44.3,7.2,14,0,48.5,769,0,2.9,22,25.5,15.9,22,11.8,97.1,26458,-,-,37891,25694,-,420800
BURBANK,N,0,0,19930325,N,"PROVIDENCE SAINT JOSEPH MEDICAL CENTER",19930325,05D0865850,Y,M1,1,20150420,0,1,91505,37,31084,-118.3281063,34.1558174,"PROVIDENCE SAINT JOSEPH MEDICAL CENTER OF BURBANK",80,"501 SOUTH BUENA VISTA STREET
                BURBANK, CA 91505-4818",91505-4818,915054818,"BURBANK CITY",104434,38.9,40981,58.2,41.8,2.54,3.33,N,N,3686,4.3,0,20838,19.9,62957,60.1,4080,3.9,301,0.3,11219,10.7,0,0,463,0.4,4965,4.7,71.3,28.7,67.1,98854,42.4,14.6,40393,51108,54554,65016,21514,9.7,2.4,31.6,15.9,24.8,33.3,33.3,27.8,5.5,16.6,0,66.7,595,0,3,21.8,47.9,7.4,13.4,6.4,97,31875,-,-,34196,-,-,760300
